pin,province,municipal,prov_code,mun_code,barangay,brgy_code,section,parcel,vicinity,class_bir,value,land_arpn,tct_no,survey_no,updte_code,blk_no,td_no,lot_no,l_acctno,l_lastname,l_frstname,l_midname,l_ownadd,l_owndist,l_ownmuni,l_ownbrgy,l_ownprov,l_ownzip,l_owntel,north,south,east,west,extent,l_prvarp,l_prvpin,l_prvowner,effectvty,l_prvav,land_class,land_sbcls,land_area,land_uv,land_mval,land_desc,adj_rate,adj_val,land_ause,land_areat,land_totmv,land_aslvl,land_asval,land_totav,bldg_pin,mach_pin,bldg_arpn,cct,bldg_class,bldg_sbcls,bldg_age,bldg_areat,bldg_area,bldg_uv,bldg_mval,bldg_drate,bldg_dval,bldg_mval2,bldg_dmv,bldg_ause,bldg_aslvl,bldg_asval,b_prvarp,b_prvpin,b_prvowner,b_effectvt,mach_arpn,mach_desc,mach_units,mach_cost,mach_ause,mach_mval2,mach_level,mach_adjmv,mach_totav,m_prvarp,m_prvpin,m_prvowner,m_prvav,m_effectvt,tax_year,paymt_type,or_no,or_date,pay_period,qtr_no,basic_prin,basic_int,basic_disc,basictotal,sef_prin,sef_int,sef_disc,sef_total,street,perimeter,enclosed_a,b_prvav,mach_mval,b_acctno,b_lastname,b_frstname,b_midname,b_ownadd,b_owndist,b_ownmuni,b_ownbrgy,b_ownprov,b_ownzip,b_owntel,m_acctno,m_lastname,m_frstname,m_midname,m_ownadd,m_owndist,m_ownmuni,m_ownbrgy,m_ownprov,m_ownzip,m_owntel,id
023-06-0003-013-025,Laguna,Calauan,023,06,Balayhangin,0003,013,025,ALONG NATIONAL ROAD,A4,900,04-232345-665789,TCT001,SURVEY001,TR,BLK001,TD001,LT001,ACCT001,DELA CRUZ,JUAN,SANTOS,"MALIGAYA ST, KASIYAHAN VILLAGE",DIST01,CALAUAN,PRINZA,LAGUNA,4012,12345678,N,S,E,W,"14.5674578367, 121.45567322",22-22-333-55555,333-22-4444-333-333,"DOE, JOHN MAVERICK",JAN 01 2000,1234567,RESIDENTIAL,1,3575.08,10000.99,20000.99,PLACEHOLDER,PLACEHOLDER,17000,COMMERCIAL,1234.56,9876.54,21,230112.11,"1,450,864.25",023-06-0001-001-001-0000,023-06-0012-010-022-1002,23-12345-55555,PLACEHOLDER,III,A,7,123.45,12.34,876.99,8659.66,27.17%,2500.50,9865455.36,4533422.15,RESIDENTIAL,PLACEHOLDER,PLACEHOLDER,12-34-567-890987,024-05-0012-059-567,"ROAN, TYRON HAKKI","FEB 01, 2001",03-123456-123456,PLACEHOLDER,2,"17,000.00",INDUSTRIAL,265477.65,PLACEHOLDER,4500.80,3250448.45,12-566541-889043,023-06-0012-004-067-1002,"LABUSON, CIARA MAE",13256.44,"MAR 01, 1989",2015,F,6785783,"AUG 14, 2019",1,4,10445.63,45.77%,10779.68,15464.45,13447.25,24.66%,12668.77,10220.66,J.P. RIZAL,,,649836.33,10450.45,ACCT002,LEYBLE,RENZEL,MAE,MASIGASIG ST. KASIPAGAN VILLAGE,DIST02,CALAUAN,PALIPARAN,LAGUNA,4012,11223344,ACCT003,ANDAYA,NATALIA,LUMISAN,MALAYO ST. BARRIO KABILA,DIST003,CALAUAN,LAMOT2,LAGUNA,4012,44668800,1059
023-06-0003-013-026,Laguna,Calauan,023,06,Balayhangin,0003,013,026,ALONG NATIONAL ROAD,A4,900,04-232345-665789,TCT001,SURVEY001,TR,BLK001,TD001,LT001,ACCT001,DELA CRUZ,JUAN,SANTOS,"MALIGAYA ST, KASIYAHAN VILLAGE",DIST01,CALAUAN,PRINZA,LAGUNA,4012,12345678,N,S,E,W,"14.5674578367, 121.45567322",22-22-333-55555,333-22-4444-333-333,"DOE, JOHN MAVERICK",JAN 01 2000,1234567,RESIDENTIAL,1,3575.08,10000.99,20000.99,PLACEHOLDER,PLACEHOLDER,17000,COMMERCIAL,1234.56,9876.54,21,230112.11,"1,450,864.25",023-06-0001-001-001-0000,023-06-0012-010-022-1002,23-12345-55555,PLACEHOLDER,III,A,7,123.45,12.34,876.99,8659.66,27.17%,2500.50,9865455.36,4533422.15,RESIDENTIAL,PLACEHOLDER,PLACEHOLDER,12-34-567-890987,024-05-0012-059-567,"ROAN, TYRON HAKKI","FEB 01, 2001",03-123456-123456,PLACEHOLDER,2,"17,000.00",INDUSTRIAL,265477.65,PLACEHOLDER,4500.80,3250448.45,12-566541-889043,023-06-0012-004-067-1002,"LABUSON, CIARA MAE",13256.44,"MAR 01, 1989",2015,F,6785783,"AUG 14, 2019",1,4,10445.63,45.77%,10779.68,15464.45,13447.25,24.66%,12668.77,10220.66,J.P. RIZAL,,,649836.33,10450.45,ACCT002,LEYBLE,RENZEL,MAE,MASIGASIG ST. KASIPAGAN VILLAGE,DIST02,CALAUAN,PALIPARAN,LAGUNA,4012,11223344,ACCT003,ANDAYA,NATALIA,LUMISAN,MALAYO ST. BARRIO KABILA,DIST003,CALAUAN,LAMOT2,LAGUNA,4012,44668800,1060
023-06-0003-013-027,Laguna,Calauan,023,06,Balayhangin,0003,013,027,ALONG NATIONAL ROAD,A4,900,04-232345-665789,TCT001,SURVEY001,TR,BLK001,TD001,LT001,ACCT001,DELA CRUZ,JUAN,SANTOS,"MALIGAYA ST, KASIYAHAN VILLAGE",DIST01,CALAUAN,PRINZA,LAGUNA,4012,12345678,N,S,E,W,"14.5674578367, 121.45567322",22-22-333-55555,333-22-4444-333-333,"DOE, JOHN MAVERICK",JAN 01 2000,1234567,RESIDENTIAL,1,3575.08,10000.99,20000.99,PLACEHOLDER,PLACEHOLDER,17000,COMMERCIAL,1234.56,9876.54,21,230112.11,"1,450,864.25",023-06-0001-001-001-0000,023-06-0012-010-022-1002,23-12345-55555,PLACEHOLDER,III,A,7,123.45,12.34,876.99,8659.66,27.17%,2500.50,9865455.36,4533422.15,RESIDENTIAL,PLACEHOLDER,PLACEHOLDER,12-34-567-890987,024-05-0012-059-567,"ROAN, TYRON HAKKI","FEB 01, 2001",03-123456-123456,PLACEHOLDER,2,"17,000.00",INDUSTRIAL,265477.65,PLACEHOLDER,4500.80,3250448.45,12-566541-889043,023-06-0012-004-067-1002,"LABUSON, CIARA MAE",13256.44,"MAR 01, 1989",2015,F,6785783,"AUG 14, 2019",1,4,10445.63,45.77%,10779.68,15464.45,13447.25,24.66%,12668.77,10220.66,J.P. RIZAL,,,649836.33,10450.45,ACCT002,LEYBLE,RENZEL,MAE,MASIGASIG ST. KASIPAGAN VILLAGE,DIST02,CALAUAN,PALIPARAN,LAGUNA,4012,11223344,ACCT003,ANDAYA,NATALIA,LUMISAN,MALAYO ST. BARRIO KABILA,DIST003,CALAUAN,LAMOT2,LAGUNA,4012,44668800,1061
023-06-0003-013-031,Laguna,Calauan,023,06,Balayhangin,0003,013,031,ALONG NATIONAL ROAD,RR,"2,000.00",04-232345-665789,TCT001,SURVEY001,TR,BLK001,TD001,LT001,ACCT001,DELA CRUZ,JUAN,SANTOS,"MALIGAYA ST, KASIYAHAN VILLAGE",DIST01,CALAUAN,PRINZA,LAGUNA,4012,12345678,N,S,E,W,"14.5674578367, 121.45567322",22-22-333-55555,333-22-4444-333-333,"DOE, JOHN MAVERICK",JAN 01 2000,1234567,RESIDENTIAL,1,3575.08,10000.99,20000.99,PLACEHOLDER,PLACEHOLDER,17000,COMMERCIAL,1234.56,9876.54,21,230112.11,"1,450,864.25",023-06-0001-001-001-0000,023-06-0012-010-022-1002,23-12345-55555,PLACEHOLDER,III,A,7,123.45,12.34,876.99,8659.66,27.17%,2500.50,9865455.36,4533422.15,RESIDENTIAL,PLACEHOLDER,PLACEHOLDER,12-34-567-890987,024-05-0012-059-567,"ROAN, TYRON HAKKI","FEB 01, 2001",03-123456-123456,PLACEHOLDER,2,"17,000.00",INDUSTRIAL,265477.65,PLACEHOLDER,4500.80,3250448.45,12-566541-889043,023-06-0012-004-067-1002,"LABUSON, CIARA MAE",13256.44,"MAR 01, 1989",2015,F,6785783,"AUG 14, 2019",1,4,10445.63,45.77%,10779.68,15464.45,13447.25,24.66%,12668.77,10220.66,J.P. RIZAL,,,649836.33,10450.45,ACCT002,LEYBLE,RENZEL,MAE,MASIGASIG ST. KASIPAGAN VILLAGE,DIST02,CALAUAN,PALIPARAN,LAGUNA,4012,11223344,ACCT003,ANDAYA,NATALIA,LUMISAN,MALAYO ST. BARRIO KABILA,DIST003,CALAUAN,LAMOT2,LAGUNA,4012,44668800,1062
023-06-0003-013-032,Laguna,Calauan,023,06,Balayhangin,0003,013,032,ALONG NATIONAL ROAD,RR,"2,000.00",04-232345-665789,TCT001,SURVEY001,TR,BLK001,TD001,LT001,ACCT001,DELA CRUZ,JUAN,SANTOS,"MALIGAYA ST, KASIYAHAN VILLAGE",DIST01,CALAUAN,PRINZA,LAGUNA,4012,12345678,N,S,E,W,"14.5674578367, 121.45567322",22-22-333-55555,333-22-4444-333-333,"DOE, JOHN MAVERICK",JAN 01 2000,1234567,RESIDENTIAL,1,3575.08,10000.99,20000.99,PLACEHOLDER,PLACEHOLDER,17000,COMMERCIAL,1234.56,9876.54,21,230112.11,"1,450,864.25",023-06-0001-001-001-0000,023-06-0012-010-022-1002,23-12345-55555,PLACEHOLDER,III,A,7,123.45,12.34,876.99,8659.66,27.17%,2500.50,9865455.36,4533422.15,RESIDENTIAL,PLACEHOLDER,PLACEHOLDER,12-34-567-890987,024-05-0012-059-567,"ROAN, TYRON HAKKI","FEB 01, 2001",03-123456-123456,PLACEHOLDER,2,"17,000.00",INDUSTRIAL,265477.65,PLACEHOLDER,4500.80,3250448.45,12-566541-889043,023-06-0012-004-067-1002,"LABUSON, CIARA MAE",13256.44,"MAR 01, 1989",2015,F,6785783,"AUG 14, 2019",1,4,10445.63,45.77%,10779.68,15464.45,13447.25,24.66%,12668.77,10220.66,J.P. RIZAL,,,649836.33,10450.45,ACCT002,LEYBLE,RENZEL,MAE,MASIGASIG ST. KASIPAGAN VILLAGE,DIST02,CALAUAN,PALIPARAN,LAGUNA,4012,11223344,ACCT003,ANDAYA,NATALIA,LUMISAN,MALAYO ST. BARRIO KABILA,DIST003,CALAUAN,LAMOT2,LAGUNA,4012,44668800,1063
023-06-0003-013-033,Laguna,Calauan,023,06,Balayhangin,0003,013,033,ALONG NATIONAL ROAD,RR,"2,000.00",04-232345-665789,TCT001,SURVEY001,TR,BLK001,TD001,LT001,ACCT001,DELA CRUZ,JUAN,SANTOS,"MALIGAYA ST, KASIYAHAN VILLAGE",DIST01,CALAUAN,PRINZA,LAGUNA,4012,12345678,N,S,E,W,"14.5674578367, 121.45567322",22-22-333-55555,333-22-4444-333-333,"DOE, JOHN MAVERICK",JAN 01 2000,1234567,RESIDENTIAL,1,3575.08,10000.99,20000.99,PLACEHOLDER,PLACEHOLDER,17000,COMMERCIAL,1234.56,9876.54,21,230112.11,"1,450,864.25",023-06-0001-001-001-0000,023-06-0012-010-022-1002,23-12345-55555,PLACEHOLDER,III,A,7,123.45,12.34,876.99,8659.66,27.17%,2500.50,9865455.36,4533422.15,RESIDENTIAL,PLACEHOLDER,PLACEHOLDER,12-34-567-890987,024-05-0012-059-567,"ROAN, TYRON HAKKI","FEB 01, 2001",03-123456-123456,PLACEHOLDER,2,"17,000.00",INDUSTRIAL,265477.65,PLACEHOLDER,4500.80,3250448.45,12-566541-889043,023-06-0012-004-067-1002,"LABUSON, CIARA MAE",13256.44,"MAR 01, 1989",2015,F,6785783,"AUG 14, 2019",1,4,10445.63,45.77%,10779.68,15464.45,13447.25,24.66%,12668.77,10220.66,J.P. RIZAL,,,649836.33,10450.45,ACCT002,LEYBLE,RENZEL,MAE,MASIGASIG ST. KASIPAGAN VILLAGE,DIST02,CALAUAN,PALIPARAN,LAGUNA,4012,11223344,ACCT003,ANDAYA,NATALIA,LUMISAN,MALAYO ST. BARRIO KABILA,DIST003,CALAUAN,LAMOT2,LAGUNA,4012,44668800,1064
023-06-0003-013-036,Laguna,Calauan,023,06,Balayhangin,0003,013,036,ALONG NATIONAL ROAD,RR,"2,000.00",04-232345-665789,TCT001,SURVEY001,TR,BLK001,TD001,LT001,ACCT001,DELA CRUZ,JUAN,SANTOS,"MALIGAYA ST, KASIYAHAN VILLAGE",DIST01,CALAUAN,PRINZA,LAGUNA,4012,12345678,N,S,E,W,"14.5674578367, 121.45567322",22-22-333-55555,333-22-4444-333-333,"DOE, JOHN MAVERICK",JAN 01 2000,1234567,RESIDENTIAL,1,3575.08,10000.99,20000.99,PLACEHOLDER,PLACEHOLDER,17000,COMMERCIAL,1234.56,9876.54,21,230112.11,"1,450,864.25",023-06-0001-001-001-0000,023-06-0012-010-022-1002,23-12345-55555,PLACEHOLDER,III,A,7,123.45,12.34,876.99,8659.66,27.17%,2500.50,9865455.36,4533422.15,RESIDENTIAL,PLACEHOLDER,PLACEHOLDER,12-34-567-890987,024-05-0012-059-567,"ROAN, TYRON HAKKI","FEB 01, 2001",03-123456-123456,PLACEHOLDER,2,"17,000.00",INDUSTRIAL,265477.65,PLACEHOLDER,4500.80,3250448.45,12-566541-889043,023-06-0012-004-067-1002,"LABUSON, CIARA MAE",13256.44,"MAR 01, 1989",2015,F,6785783,"AUG 14, 2019",1,4,10445.63,45.77%,10779.68,15464.45,13447.25,24.66%,12668.77,10220.66,J.P. RIZAL,,,649836.33,10450.45,ACCT002,LEYBLE,RENZEL,MAE,MASIGASIG ST. KASIPAGAN VILLAGE,DIST02,CALAUAN,PALIPARAN,LAGUNA,4012,11223344,ACCT003,ANDAYA,NATALIA,LUMISAN,MALAYO ST. BARRIO KABILA,DIST003,CALAUAN,LAMOT2,LAGUNA,4012,44668800,1065
023-06-0003-013-037,Laguna,Calauan,023,06,Balayhangin,0003,013,037,ALONG NATIONAL ROAD,RR,"2,000.00",04-232345-665789,TCT001,SURVEY001,TR,BLK001,TD001,LT001,ACCT001,DELA CRUZ,JUAN,SANTOS,"MALIGAYA ST, KASIYAHAN VILLAGE",DIST01,CALAUAN,PRINZA,LAGUNA,4012,12345678,N,S,E,W,"14.5674578367, 121.45567322",22-22-333-55555,333-22-4444-333-333,"DOE, JOHN MAVERICK",JAN 01 2000,1234567,RESIDENTIAL,1,3575.08,10000.99,20000.99,PLACEHOLDER,PLACEHOLDER,17000,COMMERCIAL,1234.56,9876.54,21,230112.11,"1,450,864.25",023-06-0001-001-001-0000,023-06-0012-010-022-1002,23-12345-55555,PLACEHOLDER,III,A,7,123.45,12.34,876.99,8659.66,27.17%,2500.50,9865455.36,4533422.15,RESIDENTIAL,PLACEHOLDER,PLACEHOLDER,12-34-567-890987,024-05-0012-059-567,"ROAN, TYRON HAKKI","FEB 01, 2001",03-123456-123456,PLACEHOLDER,2,"17,000.00",INDUSTRIAL,265477.65,PLACEHOLDER,4500.80,3250448.45,12-566541-889043,023-06-0012-004-067-1002,"LABUSON, CIARA MAE",13256.44,"MAR 01, 1989",2015,F,6785783,"AUG 14, 2019",1,4,10445.63,45.77%,10779.68,15464.45,13447.25,24.66%,12668.77,10220.66,J.P. RIZAL,,,649836.33,10450.45,ACCT002,LEYBLE,RENZEL,MAE,MASIGASIG ST. KASIPAGAN VILLAGE,DIST02,CALAUAN,PALIPARAN,LAGUNA,4012,11223344,ACCT003,ANDAYA,NATALIA,LUMISAN,MALAYO ST. BARRIO KABILA,DIST003,CALAUAN,LAMOT2,LAGUNA,4012,44668800,1066
023-06-0003-013-038,Laguna,Calauan,023,06,Balayhangin,0003,013,038,ALONG NATIONAL ROAD,RR,"2,000.00",04-232345-665789,TCT001,SURVEY001,TR,BLK001,TD001,LT001,ACCT001,DELA CRUZ,JUAN,SANTOS,"MALIGAYA ST, KASIYAHAN VILLAGE",DIST01,CALAUAN,PRINZA,LAGUNA,4012,12345678,N,S,E,W,"14.5674578367, 121.45567322",22-22-333-55555,333-22-4444-333-333,"DOE, JOHN MAVERICK",JAN 01 2000,1234567,RESIDENTIAL,1,3575.08,10000.99,20000.99,PLACEHOLDER,PLACEHOLDER,17000,COMMERCIAL,1234.56,9876.54,21,230112.11,"1,450,864.25",023-06-0001-001-001-0000,023-06-0012-010-022-1002,23-12345-55555,PLACEHOLDER,III,A,7,123.45,12.34,876.99,8659.66,27.17%,2500.50,9865455.36,4533422.15,RESIDENTIAL,PLACEHOLDER,PLACEHOLDER,12-34-567-890987,024-05-0012-059-567,"ROAN, TYRON HAKKI","FEB 01, 2001",03-123456-123456,PLACEHOLDER,2,"17,000.00",INDUSTRIAL,265477.65,PLACEHOLDER,4500.80,3250448.45,12-566541-889043,023-06-0012-004-067-1002,"LABUSON, CIARA MAE",13256.44,"MAR 01, 1989",2015,F,6785783,"AUG 14, 2019",1,4,10445.63,45.77%,10779.68,15464.45,13447.25,24.66%,12668.77,10220.66,J.P. RIZAL,,,649836.33,10450.45,ACCT002,LEYBLE,RENZEL,MAE,MASIGASIG ST. KASIPAGAN VILLAGE,DIST02,CALAUAN,PALIPARAN,LAGUNA,4012,11223344,ACCT003,ANDAYA,NATALIA,LUMISAN,MALAYO ST. BARRIO KABILA,DIST003,CALAUAN,LAMOT2,LAGUNA,4012,44668800,1067
023-06-0003-013-039,Laguna,Calauan,023,06,Balayhangin,0003,013,039,ALONG BARANGAY ROAD,A20,400,04-232345-665789,TCT001,SURVEY001,TR,BLK001,TD001,LT001,ACCT001,DELA CRUZ,JUAN,SANTOS,"MALIGAYA ST, KASIYAHAN VILLAGE",DIST01,CALAUAN,PRINZA,LAGUNA,4012,12345678,N,S,E,W,"14.5674578367, 121.45567322",22-22-333-55555,333-22-4444-333-333,"DOE, JOHN MAVERICK",JAN 01 2000,1234567,RESIDENTIAL,1,3575.08,10000.99,20000.99,PLACEHOLDER,PLACEHOLDER,17000,COMMERCIAL,1234.56,9876.54,21,230112.11,"1,450,864.25",023-06-0001-001-001-0000,023-06-0012-010-022-1002,23-12345-55555,PLACEHOLDER,III,A,7,123.45,12.34,876.99,8659.66,27.17%,2500.50,9865455.36,4533422.15,RESIDENTIAL,PLACEHOLDER,PLACEHOLDER,12-34-567-890987,024-05-0012-059-567,"ROAN, TYRON HAKKI","FEB 01, 2001",03-123456-123456,PLACEHOLDER,2,"17,000.00",INDUSTRIAL,265477.65,PLACEHOLDER,4500.80,3250448.45,12-566541-889043,023-06-0012-004-067-1002,"LABUSON, CIARA MAE",13256.44,"MAR 01, 1989",2015,F,6785783,"AUG 14, 2019",1,4,10445.63,45.77%,10779.68,15464.45,13447.25,24.66%,12668.77,10220.66,J.P. RIZAL,,,649836.33,10450.45,ACCT002,LEYBLE,RENZEL,MAE,MASIGASIG ST. KASIPAGAN VILLAGE,DIST02,CALAUAN,PALIPARAN,LAGUNA,4012,11223344,ACCT003,ANDAYA,NATALIA,LUMISAN,MALAYO ST. BARRIO KABILA,DIST003,CALAUAN,LAMOT2,LAGUNA,4012,44668800,1068
023-06-0003-013-016,Laguna,Calauan,023,06,Balayhangin,0003,013,016,ALONG NATIONAL ROAD,A4,900,04-232345-665789,TCT001,SURVEY001,TR,BLK001,TD001,LT001,ACCT001,DELA CRUZ,JUAN,SANTOS,"MALIGAYA ST, KASIYAHAN VILLAGE",DIST01,CALAUAN,PRINZA,LAGUNA,4012,12345678,N,S,E,W,"14.5674578367, 121.45567322",22-22-333-55555,333-22-4444-333-333,"DOE, JOHN MAVERICK",JAN 01 2000,1234567,RESIDENTIAL,1,3575.08,10000.99,20000.99,PLACEHOLDER,PLACEHOLDER,17000,COMMERCIAL,1234.56,9876.54,21,230112.11,"1,450,864.25",023-06-0001-001-001-0000,023-06-0012-010-022-1002,23-12345-55555,PLACEHOLDER,III,A,7,123.45,12.34,876.99,8659.66,27.17%,2500.50,9865455.36,4533422.15,RESIDENTIAL,PLACEHOLDER,PLACEHOLDER,12-34-567-890987,024-05-0012-059-567,"ROAN, TYRON HAKKI","FEB 01, 2001",03-123456-123456,PLACEHOLDER,2,"17,000.00",INDUSTRIAL,265477.65,PLACEHOLDER,4500.80,3250448.45,12-566541-889043,023-06-0012-004-067-1002,"LABUSON, CIARA MAE",13256.44,"MAR 01, 1989",2015,F,6785783,"AUG 14, 2019",1,4,10445.63,45.77%,10779.68,15464.45,13447.25,24.66%,12668.77,10220.66,J.P. RIZAL,,,649836.33,10450.45,ACCT002,LEYBLE,RENZEL,MAE,MASIGASIG ST. KASIPAGAN VILLAGE,DIST02,CALAUAN,PALIPARAN,LAGUNA,4012,11223344,ACCT003,ANDAYA,NATALIA,LUMISAN,MALAYO ST. BARRIO KABILA,DIST003,CALAUAN,LAMOT2,LAGUNA,4012,44668800,1069
023-06-0003-013-015,Laguna,Calauan,023,06,Balayhangin,0003,013,015,INTERIOR LOTS,A4,700,04-232345-665789,TCT001,SURVEY001,TR,BLK001,TD001,LT001,ACCT001,DELA CRUZ,JUAN,SANTOS,"MALIGAYA ST, KASIYAHAN VILLAGE",DIST01,CALAUAN,PRINZA,LAGUNA,4012,12345678,N,S,E,W,"14.5674578367, 121.45567322",22-22-333-55555,333-22-4444-333-333,"DOE, JOHN MAVERICK",JAN 01 2000,1234567,RESIDENTIAL,1,3575.08,10000.99,20000.99,PLACEHOLDER,PLACEHOLDER,17000,COMMERCIAL,1234.56,9876.54,21,230112.11,"1,450,864.25",023-06-0001-001-001-0000,023-06-0012-010-022-1002,23-12345-55555,PLACEHOLDER,III,A,7,123.45,12.34,876.99,8659.66,27.17%,2500.50,9865455.36,4533422.15,RESIDENTIAL,PLACEHOLDER,PLACEHOLDER,12-34-567-890987,024-05-0012-059-567,"ROAN, TYRON HAKKI","FEB 01, 2001",03-123456-123456,PLACEHOLDER,2,"17,000.00",INDUSTRIAL,265477.65,PLACEHOLDER,4500.80,3250448.45,12-566541-889043,023-06-0012-004-067-1002,"LABUSON, CIARA MAE",13256.44,"MAR 01, 1989",2015,F,6785783,"AUG 14, 2019",1,4,10445.63,45.77%,10779.68,15464.45,13447.25,24.66%,12668.77,10220.66,J.P. RIZAL,,,649836.33,10450.45,ACCT002,LEYBLE,RENZEL,MAE,MASIGASIG ST. KASIPAGAN VILLAGE,DIST02,CALAUAN,PALIPARAN,LAGUNA,4012,11223344,ACCT003,ANDAYA,NATALIA,LUMISAN,MALAYO ST. BARRIO KABILA,DIST003,CALAUAN,LAMOT2,LAGUNA,4012,44668800,1070
023-06-0003-013-017,Laguna,Calauan,023,06,Balayhangin,0003,013,017,ALONG NATIONAL ROAD,A4,900,04-232345-665789,TCT001,SURVEY001,TR,BLK001,TD001,LT001,ACCT001,DELA CRUZ,JUAN,SANTOS,"MALIGAYA ST, KASIYAHAN VILLAGE",DIST01,CALAUAN,PRINZA,LAGUNA,4012,12345678,N,S,E,W,"14.5674578367, 121.45567322",22-22-333-55555,333-22-4444-333-333,"DOE, JOHN MAVERICK",JAN 01 2000,1234567,RESIDENTIAL,1,3575.08,10000.99,20000.99,PLACEHOLDER,PLACEHOLDER,17000,COMMERCIAL,1234.56,9876.54,21,230112.11,"1,450,864.25",023-06-0001-001-001-0000,023-06-0012-010-022-1002,23-12345-55555,PLACEHOLDER,III,A,7,123.45,12.34,876.99,8659.66,27.17%,2500.50,9865455.36,4533422.15,RESIDENTIAL,PLACEHOLDER,PLACEHOLDER,12-34-567-890987,024-05-0012-059-567,"ROAN, TYRON HAKKI","FEB 01, 2001",03-123456-123456,PLACEHOLDER,2,"17,000.00",INDUSTRIAL,265477.65,PLACEHOLDER,4500.80,3250448.45,12-566541-889043,023-06-0012-004-067-1002,"LABUSON, CIARA MAE",13256.44,"MAR 01, 1989",2015,F,6785783,"AUG 14, 2019",1,4,10445.63,45.77%,10779.68,15464.45,13447.25,24.66%,12668.77,10220.66,J.P. RIZAL,,,649836.33,10450.45,ACCT002,LEYBLE,RENZEL,MAE,MASIGASIG ST. KASIPAGAN VILLAGE,DIST02,CALAUAN,PALIPARAN,LAGUNA,4012,11223344,ACCT003,ANDAYA,NATALIA,LUMISAN,MALAYO ST. BARRIO KABILA,DIST003,CALAUAN,LAMOT2,LAGUNA,4012,44668800,1071
023-06-0003-013-019,Laguna,Calauan,023,06,Balayhangin,0003,013,019,ALONG NATIONAL ROAD,A4,900,04-232345-665789,TCT001,SURVEY001,TR,BLK001,TD001,LT001,ACCT001,DELA CRUZ,JUAN,SANTOS,"MALIGAYA ST, KASIYAHAN VILLAGE",DIST01,CALAUAN,PRINZA,LAGUNA,4012,12345678,N,S,E,W,"14.5674578367, 121.45567322",22-22-333-55555,333-22-4444-333-333,"DOE, JOHN MAVERICK",JAN 01 2000,1234567,RESIDENTIAL,1,3575.08,10000.99,20000.99,PLACEHOLDER,PLACEHOLDER,17000,COMMERCIAL,1234.56,9876.54,21,230112.11,"1,450,864.25",023-06-0001-001-001-0000,023-06-0012-010-022-1002,23-12345-55555,PLACEHOLDER,III,A,7,123.45,12.34,876.99,8659.66,27.17%,2500.50,9865455.36,4533422.15,RESIDENTIAL,PLACEHOLDER,PLACEHOLDER,12-34-567-890987,024-05-0012-059-567,"ROAN, TYRON HAKKI","FEB 01, 2001",03-123456-123456,PLACEHOLDER,2,"17,000.00",INDUSTRIAL,265477.65,PLACEHOLDER,4500.80,3250448.45,12-566541-889043,023-06-0012-004-067-1002,"LABUSON, CIARA MAE",13256.44,"MAR 01, 1989",2015,F,6785783,"AUG 14, 2019",1,4,10445.63,45.77%,10779.68,15464.45,13447.25,24.66%,12668.77,10220.66,J.P. RIZAL,,,649836.33,10450.45,ACCT002,LEYBLE,RENZEL,MAE,MASIGASIG ST. KASIPAGAN VILLAGE,DIST02,CALAUAN,PALIPARAN,LAGUNA,4012,11223344,ACCT003,ANDAYA,NATALIA,LUMISAN,MALAYO ST. BARRIO KABILA,DIST003,CALAUAN,LAMOT2,LAGUNA,4012,44668800,1072
023-06-0003-013-024,Laguna,Calauan,023,06,Balayhangin,0003,013,024,ALONG NATIONAL ROAD,A4,900,04-232345-665789,TCT001,SURVEY001,TR,BLK001,TD001,LT001,ACCT001,DELA CRUZ,JUAN,SANTOS,"MALIGAYA ST, KASIYAHAN VILLAGE",DIST01,CALAUAN,PRINZA,LAGUNA,4012,12345678,N,S,E,W,"14.5674578367, 121.45567322",22-22-333-55555,333-22-4444-333-333,"DOE, JOHN MAVERICK",JAN 01 2000,1234567,RESIDENTIAL,1,3575.08,10000.99,20000.99,PLACEHOLDER,PLACEHOLDER,17000,COMMERCIAL,1234.56,9876.54,21,230112.11,"1,450,864.25",023-06-0001-001-001-0000,023-06-0012-010-022-1002,23-12345-55555,PLACEHOLDER,III,A,7,123.45,12.34,876.99,8659.66,27.17%,2500.50,9865455.36,4533422.15,RESIDENTIAL,PLACEHOLDER,PLACEHOLDER,12-34-567-890987,024-05-0012-059-567,"ROAN, TYRON HAKKI","FEB 01, 2001",03-123456-123456,PLACEHOLDER,2,"17,000.00",INDUSTRIAL,265477.65,PLACEHOLDER,4500.80,3250448.45,12-566541-889043,023-06-0012-004-067-1002,"LABUSON, CIARA MAE",13256.44,"MAR 01, 1989",2015,F,6785783,"AUG 14, 2019",1,4,10445.63,45.77%,10779.68,15464.45,13447.25,24.66%,12668.77,10220.66,J.P. RIZAL,,,649836.33,10450.45,ACCT002,LEYBLE,RENZEL,MAE,MASIGASIG ST. KASIPAGAN VILLAGE,DIST02,CALAUAN,PALIPARAN,LAGUNA,4012,11223344,ACCT003,ANDAYA,NATALIA,LUMISAN,MALAYO ST. BARRIO KABILA,DIST003,CALAUAN,LAMOT2,LAGUNA,4012,44668800,1073
